NKChart,,,,,,,,,
852.2245711,2.150762937,852.2245711,0.01598539506,,,,,,
851.4414677,2.151050208,851.4414677,0.01601204453,,,,,,
850.6583642,2.15133763,850.6583642,0.01603879538,,,,,,
849.8752607,2.151625206,849.8752607,0.01606564818,,,,,,
849.0921573,2.151912938,849.0921573,0.01609260349,,,,,,
848.3090538,2.152200825,848.3090538,0.0161196619,,,,,,
847.5259504,2.152488871,847.5259504,0.01614682398,,,,,,
846.7428469,2.152777076,846.7428469,0.0161740903,,,,,,
845.9597435,2.153065443,845.9597435,0.01620146146,,,,,,
845.17664,2.153353972,845.17664,0.01622893804,,,,,,
844.3935365,2.153642665,844.3935365,0.01625652064,,,,,,
843.6104331,2.153931525,843.6104331,0.01628420985,,,,,,
842.8273296,2.154220551,842.8273296,0.01631200628,,,,,,
842.0442262,2.154509747,842.0442262,0.01633991054,,,,,,
841.2611227,2.154799114,841.2611227,0.01636792323,,,,,,
840.4780192,2.155088653,840.4780192,0.01639604497,,,,,,
839.6949158,2.155378366,839.6949158,0.01642427639,,,,,,
838.9118123,2.155668254,838.9118123,0.0164526181,,,,,,
838.1287089,2.15595832,838.1287089,0.01648107074,,,,,,
837.3456054,2.156248564,837.3456054,0.01650963495,,,,,,
836.5625019,2.156538989,836.5625019,0.01653831136,,,,,,
835.7793985,2.156829596,835.7793985,0.01656710061,,,,,,
834.996295,2.157120387,834.996295,0.01659600336,,,,,,
834.2131916,2.157411364,834.2131916,0.01662502027,,,,,,
833.4300881,2.157702528,833.4300881,0.01665415198,,,,,,
832.6469846,2.157993881,832.6469846,0.01668339916,,,,,,
831.8638812,2.158285425,831.8638812,0.01671276249,,,,,,
831.0807777,2.158577161,831.0807777,0.01674224264,,,,,,
830.2976743,2.158869091,830.2976743,0.01677184028,,,,,,
829.5145708,2.159161217,829.5145708,0.0168015561,,,,,,
828.7314673,2.159453541,828.7314673,0.01683139079,,,,,,
827.9483639,2.159746065,827.9483639,0.01686134505,,,,,,
827.1652604,2.160038789,827.1652604,0.01689141957,,,,,,
826.382157,2.160331717,826.382157,0.01692161506,,,,,,
825.5990535,2.16062485,825.5990535,0.01695193224,,,,,,
824.8159501,2.160918189,824.8159501,0.01698237181,,,,,,
824.0328466,2.161211736,824.0328466,0.0170129345,,,,,,
823.2497431,2.161505494,823.2497431,0.01704362105,,,,,,
822.4666397,2.161799464,822.4666397,0.01707443217,,,,,,
821.6835362,2.162093648,821.6835362,0.01710536862,,,,,,
820.9004328,2.162388048,820.9004328,0.01713643113,,,,,,
820.1173293,2.162682666,820.1173293,0.01716762045,,,,,,
819.3342258,2.162977503,819.3342258,0.01719893735,,,,,,
818.5511224,2.163272562,818.5511224,0.01723038258,,,,,,
817.7680189,2.163567844,817.7680189,0.01726195692,,,,,,
816.9849155,2.163863352,816.9849155,0.01729366113,,,,,,
816.201812,2.164159086,816.201812,0.017325496,,,,,,
815.4187085,2.16445505,815.4187085,0.01735746231,,,,,,
814.6356051,2.164751245,814.6356051,0.01738956086,,,,,,
813.8525016,2.165047673,813.8525016,0.01742179244,,,,,,
813.0693982,2.165344337,813.0693982,0.01745415787,,,,,,
812.2862947,2.165641237,812.2862947,0.01748665794,,,,,,
811.5031912,2.165938376,811.5031912,0.01751929349,,,,,,
810.7200878,2.166235757,810.7200878,0.01755206533,,,,,,
809.9369843,2.16653338,809.9369843,0.01758497429,,,,,,
809.1538809,2.166831249,809.1538809,0.01761802122,,,,,,
808.3707774,2.167129364,808.3707774,0.01765120695,,,,,,
807.5876739,2.167427729,807.5876739,0.01768453235,,,,,,
806.8045705,2.167726345,806.8045705,0.01771799825,,,,,,
806.021467,2.168025215,806.021467,0.01775160554,,,,,,
805.2383636,2.16832434,805.2383636,0.01778535508,,,,,,
804.4552601,2.168623722,804.4552601,0.01781924776,,,,,,
803.6721567,2.168923365,803.6721567,0.01785328445,,,,,,
802.8890532,2.169223269,802.8890532,0.01788746605,,,,,,
802.1059497,2.169523437,802.1059497,0.01792179346,,,,,,
801.3228463,2.16982387,801.3228463,0.01795626759,,,,,,
800.5397428,2.170124573,800.5397428,0.01799088935,,,,,,
799.7566394,2.170425545,799.7566394,0.01802565967,,,,,,
798.9735359,2.170726791,798.9735359,0.01806057947,,,,,,
798.1904324,2.171028311,798.1904324,0.0180956497,,,,,,
797.407329,2.171330108,797.407329,0.0181308713,,,,,,
796.6242255,2.171632184,796.6242255,0.01816624521,,,,,,
795.8411221,2.171934542,795.8411221,0.01820177241,,,,,,
795.0580186,2.172237184,795.0580186,0.01823745385,,,,,,
794.2749151,2.172540112,794.2749151,0.01827329053,,,,,,
793.4918117,2.172843328,793.4918117,0.01830928341,,,,,,
792.7087082,2.173146835,792.7087082,0.0183454335,,,,,,
791.9256048,2.173450635,791.9256048,0.0183817418,,,,,,
791.1425013,2.17375473,791.1425013,0.01841820931,,,,,,
790.3593978,2.174059122,790.3593978,0.01845483705,,,,,,
789.5762944,2.174363815,789.5762944,0.01849162605,,,,,,
788.7931909,2.17466881,788.7931909,0.01852857734,,,,,,
788.0100875,2.17497411,788.0100875,0.01856569198,,,,,,
787.226984,2.175279717,787.226984,0.018602971,,,,,,
786.4438805,2.175585633,786.4438805,0.01864041547,,,,,,
785.6607771,2.175891862,785.6607771,0.01867802646,,,,,,
784.8776736,2.176198404,784.8776736,0.01871580505,,,,,,
784.0945702,2.176505264,784.0945702,0.01875375233,,,,,,
783.3114667,2.176812443,783.3114667,0.0187918694,,,,,,
782.5283633,2.177119944,782.5283633,0.01883015735,,,,,,
781.7452598,2.17742777,781.7452598,0.01886861732,,,,,,
780.9621563,2.177735922,780.9621563,0.01890725041,,,,,,
780.1790529,2.178044403,780.1790529,0.01894605778,,,,,,
779.3959494,2.178353217,779.3959494,0.01898504055,,,,,,
778.612846,2.178662365,778.612846,0.0190241999,,,,,,
777.8297425,2.17897185,777.8297425,0.01906353697,,,,,,
777.046639,2.179281675,777.046639,0.01910305295,,,,,,
776.2635356,2.179591843,776.2635356,0.01914274903,,,,,,
775.4804321,2.179902355,775.4804321,0.01918262638,,,,,,
774.6973287,2.180213215,774.6973287,0.01922268623,,,,,,
773.9142252,2.180524425,773.9142252,0.01926292978,,,,,,
773.1311217,2.180835988,773.1311217,0.01930335827,,,,,,
772.3480183,2.181147907,772.3480183,0.01934397292,,,,,,
771.5649148,2.181460184,771.5649148,0.01938477499,,,,,,
770.7818114,2.181772822,770.7818114,0.01942576574,,,,,,
769.9987079,2.182085824,769.9987079,0.01946694642,,,,,,
769.2156044,2.182399193,769.2156044,0.01950831834,,,,,,
768.432501,2.182712931,768.432501,0.01954988276,,,,,,
767.6493975,2.183027041,767.6493975,0.01959164101,,,,,,
766.8662941,2.183341527,766.8662941,0.01963359438,,,,,,
766.0831906,2.18365639,766.0831906,0.01967574422,,,,,,
765.3000872,2.183971634,765.3000872,0.01971809185,,,,,,
764.5169837,2.184287262,764.5169837,0.01976063862,,,,,,
763.7338802,2.184603276,763.7338802,0.01980338591,,,,,,
762.9507768,2.18491968,762.9507768,0.01984633507,,,,,,
762.1676733,2.185236475,762.1676733,0.0198894875,,,,,,
761.3845699,2.185553667,761.3845699,0.01993284459,,,,,,
760.6014664,2.185871256,760.6014664,0.01997640776,,,,,,
759.8183629,2.186189247,759.8183629,0.02002017843,,,,,,
759.0352595,2.186507642,759.0352595,0.02006415803,,,,,,
758.252156,2.186826444,758.252156,0.02010834801,,,,,,
757.4690526,2.187145657,757.4690526,0.02015274984,,,,,,
756.6859491,2.187465283,756.6859491,0.02019736498,,,,,,
755.9028456,2.187785325,755.9028456,0.02024219494,,,,,,
755.1197422,2.188105787,755.1197422,0.0202872412,,,,,,
754.3366387,2.188426672,754.3366387,0.02033250529,,,,,,
753.5535353,2.188747983,753.5535353,0.02037798874,,,,,,
752.7704318,2.189069722,752.7704318,0.02042369308,,,,,,
751.9873283,2.189391894,751.9873283,0.02046961988,,,,,,
751.2042249,2.189714502,751.2042249,0.0205157707,,,,,,
750.4211214,2.190037548,750.4211214,0.02056214714,,,,,,
749.638018,2.190361035,749.638018,0.02060875078,,,,,,
748.8549145,2.190684968,748.8549145,0.02065558326,,,,,,
748.071811,2.19100935,748.071811,0.02070264619,,,,,,
747.2887076,2.191334183,747.2887076,0.02074994123,,,,,,
746.5056041,2.191659472,746.5056041,0.02079747003,,,,,,
745.7225007,2.191985219,745.7225007,0.02084523427,,,,,,
744.9393972,2.192311427,744.9393972,0.02089323564,,,,,,
744.1562938,2.192638101,744.1562938,0.02094147585,,,,,,
743.3731903,2.192965244,743.3731903,0.02098995662,,,,,,
742.5900868,2.193292859,742.5900868,0.02103867968,,,,,,
741.8069834,2.19362095,741.8069834,0.0210876468,,,,,,
741.0238799,2.193949519,741.0238799,0.02113685975,,,,,,
740.2407765,2.194278571,740.2407765,0.02118632031,,,,,,
739.457673,2.19460811,739.457673,0.02123603029,,,,,,
738.6745695,2.194938138,738.6745695,0.02128599151,,,,,,
737.8914661,2.19526866,737.8914661,0.02133620581,,,,,,
737.1083626,2.195599678,737.1083626,0.02138667505,,,,,,
736.3252592,2.195931197,736.3252592,0.02143740111,,,,,,
735.5421557,2.19626322,735.5421557,0.02148838586,,,,,,
734.7590522,2.196595752,734.7590522,0.02153963124,,,,,,
733.9759488,2.196928795,733.9759488,0.02159113915,,,,,,
733.1928453,2.197262353,733.1928453,0.02164291156,,,,,,
732.4097419,2.19759643,732.4097419,0.02169495043,,,,,,
731.6266384,2.197931031,731.6266384,0.02174725773,,,,,,
730.8435349,2.198266158,730.8435349,0.02179983548,,,,,,
730.0604315,2.198601816,730.0604315,0.0218526857,,,,,,
729.277328,2.198938008,729.277328,0.02190581043,,,,,,
728.4942246,2.199274738,728.4942246,0.02195921173,,,,,,
727.7111211,2.199612011,727.7111211,0.02201289168,,,,,,
726.9280176,2.19994983,726.9280176,0.0220668524,,,,,,
726.1449142,2.2002882,726.1449142,0.02212109599,,,,,,
725.3618107,2.200627123,725.3618107,0.02217562461,,,,,,
724.5787073,2.200966605,724.5787073,0.02223044042,,,,,,
723.7956038,2.201306649,723.7956038,0.02228554561,,,,,,
723.0125004,2.20164726,723.0125004,0.02234094238,,,,,,
722.2293969,2.201988441,722.2293969,0.02239663296,,,,,,
721.4462934,2.202330196,721.4462934,0.0224526196,,,,,,
720.66319,2.202672531,720.66319,0.02250890459,,,,,,
719.8800865,2.203015448,719.8800865,0.0225654902,,,,,,
719.0969831,2.203358953,719.0969831,0.02262237877,,,,,,
718.3138796,2.203703049,718.3138796,0.02267957264,,,,,,
717.5307761,2.204047741,717.5307761,0.02273707416,,,,,,
716.7476727,2.204393033,716.7476727,0.02279488573,,,,,,
715.9645692,2.204738929,715.9645692,0.02285300976,,,,,,
715.1814658,2.205085435,715.1814658,0.02291144869,,,,,,
714.3983623,2.205432554,714.3983623,0.02297020498,,,,,,
713.6152588,2.20578029,713.6152588,0.02302928112,,,,,,
712.8321554,2.206128648,712.8321554,0.02308867962,,,,,,
712.0490519,2.206477633,712.0490519,0.023148403,,,,,,
711.2659485,2.20682725,711.2659485,0.02320845385,,,,,,
710.482845,2.207177502,710.482845,0.02326883474,,,,,,
709.6997415,2.207528395,709.6997415,0.0233295483,,,,,,
708.9166381,2.207879932,708.9166381,0.02339059715,,,,,,
708.1335346,2.208232119,708.1335346,0.02345198398,,,,,,
707.3504312,2.208584961,707.3504312,0.02351371147,,,,,,
706.5673277,2.208938462,706.5673277,0.02357578235,,,,,,
705.7842242,2.209292626,705.7842242,0.02363819938,,,,,,
705.0011208,2.209647459,705.0011208,0.02370096533,,,,,,
704.2180173,2.210002966,704.2180173,0.023764083,,,,,,
703.4349139,2.210359151,703.4349139,0.02382755525,,,,,,
702.6518104,2.21071602,702.6518104,0.02389138494,,,,,,
701.868707,2.211073576,701.868707,0.02395557495,,,,,,
701.0856035,2.211431826,701.0856035,0.02402012823,,,,,,
700.3025,2.211790774,700.3025,0.02408504773,,,,,,
699.5193966,2.212150426,699.5193966,0.02415033643,,,,,,
698.7362931,2.212510785,698.7362931,0.02421599736,,,,,,
697.9531897,2.212871858,697.9531897,0.02428203357,,,,,,
697.1700862,2.21323365,697.1700862,0.02434844815,,,,,,
696.3869827,2.213596166,696.3869827,0.02441524421,,,,,,
695.6038793,2.213959411,695.6038793,0.02448242489,,,,,,
694.8207758,2.214323389,694.8207758,0.02454999339,,,,,,
694.0376724,2.214688108,694.0376724,0.02461795292,,,,,,
693.2545689,2.215053572,693.2545689,0.02468630673,,,,,,
692.4714654,2.215419786,692.4714654,0.02475505811,,,,,,
691.688362,2.215786756,691.688362,0.02482421038,,,,,,
690.9052585,2.216154487,690.9052585,0.02489376689,,,,,,
690.1221551,2.216522984,690.1221551,0.02496373104,,,,,,
689.3390516,2.216892255,689.3390516,0.02503410626,,,,,,
688.5559481,2.217262303,688.5559481,0.02510489601,,,,,,
687.7728447,2.217633134,687.7728447,0.0251761038,,,,,,
686.9897412,2.218004755,686.9897412,0.02524773316,,,,,,
686.2066378,2.218377171,686.2066378,0.02531978768,,,,,,
685.4235343,2.218750388,685.4235343,0.02539227099,,,,,,
684.6404308,2.219124411,684.6404308,0.02546518672,,,,,,
683.8573274,2.219499246,683.8573274,0.0255385386,,,,,,
683.0742239,2.219874899,683.0742239,0.02561233034,,,,,,
682.2911205,2.220251377,682.2911205,0.02568656574,,,,,,
681.508017,2.220628685,681.508017,0.02576124862,,,,,,
680.7249136,2.221006829,680.7249136,0.02583638284,,,,,,
679.9418101,2.221385815,679.9418101,0.02591197231,,,,,,
679.1587066,2.221765649,679.1587066,0.02598802097,,,,,,
678.3756032,2.222146338,678.3756032,0.02606453282,,,,,,
677.5924997,2.222527888,677.5924997,0.0261415119,,,,,,
676.8093963,2.222910304,676.8093963,0.0262189623,,,,,,
676.0262928,2.223293594,676.0262928,0.02629688813,,,,,,
675.2431893,2.223677763,675.2431893,0.02637529359,,,,,,
674.4600859,2.224062818,674.4600859,0.02645418288,,,,,,
673.6769824,2.224448766,673.6769824,0.02653356028,,,,,,
672.893879,2.224835612,672.893879,0.02661343011,,,,,,
672.1107755,2.225223364,672.1107755,0.02669379673,,,,,,
671.327672,2.225612027,671.327672,0.02677466456,,,,,,
670.5445686,2.22600161,670.5445686,0.02685603807,,,,,,
669.7614651,2.226392117,669.7614651,0.02693792178,,,,,,
668.9783617,2.226783557,668.9783617,0.02702032024,,,,,,
668.1952582,2.227175935,668.1952582,0.02710323809,,,,,,
667.4121547,2.227569259,667.4121547,0.02718668,,,,,,
666.6290513,2.227963536,666.6290513,0.02727065069,,,,,,
665.8459478,2.228358772,665.8459478,0.02735515495,,,,,,
665.0628444,2.228754975,665.0628444,0.02744019761,,,,,,
664.2797409,2.229152151,664.2797409,0.02752578357,,,,,,
663.4966375,2.229550307,663.4966375,0.02761191778,,,,,,
662.713534,2.229949452,662.713534,0.02769860525,,,,,,
661.9304305,2.230349592,661.9304305,0.02778585104,,,,,,
661.1473271,2.230750733,661.1473271,0.02787366027,,,,,,
660.3642236,2.231152885,660.3642236,0.02796203814,,,,,,
659.5811202,2.231556053,659.5811202,0.02805098988,,,,,,
658.7980167,2.231960246,658.7980167,0.02814052081,,,,,,
658.0149132,2.232365471,658.0149132,0.02823063629,,,,,,
657.2318098,2.232771735,657.2318098,0.02832134176,,,,,,
656.4487063,2.233179046,656.4487063,0.02841264272,,,,,,
655.6656029,2.233587412,655.6656029,0.02850454473,,,,,,
654.8824994,2.233996841,654.8824994,0.02859705341,,,,,,
654.0993959,2.234407339,654.0993959,0.02869017447,,,,,,
653.3162925,2.234818916,653.3162925,0.02878391367,,,,,,
652.533189,2.235231579,652.533189,0.02887827684,,,,,,
651.7500856,2.235645336,651.7500856,0.02897326989,,,,,,
650.9669821,2.236060195,650.9669821,0.02906889878,,,,,,
650.1838786,2.236476164,650.1838786,0.02916516957,,,,,,
649.4007752,2.236893252,649.4007752,0.02926208838,,,,,,
648.6176717,2.237311466,648.6176717,0.0293596614,,,,,,
647.8345683,2.237730815,647.8345683,0.02945789489,,,,,,
647.0514648,2.238151307,647.0514648,0.0295567952,,,,,,
646.2683613,2.238572951,646.2683613,0.02965636877,,,,,,
645.4852579,2.238995754,645.4852579,0.02975662207,,,,,,
644.7021544,2.239419727,644.7021544,0.02985756171,,,,,,
643.919051,2.239844876,643.919051,0.02995919433,,,,,,
643.1359475,2.240271212,643.1359475,0.03006152668,,,,,,
642.3528441,2.240698742,642.3528441,0.0301645656,,,,,,
641.5697406,2.241127476,641.5697406,0.03026831798,,,,,,
640.7866371,2.241557422,640.7866371,0.03037279083,,,,,,
640.0035337,2.24198859,640.0035337,0.03047799123,,,,,,
639.2204302,2.242420988,639.2204302,0.03058392635,,,,,,
638.4373268,2.242854626,638.4373268,0.03069060346,,,,,,
637.6542233,2.243289512,637.6542233,0.03079802991,,,,,,
636.8711198,2.243725657,636.8711198,0.03090621314,,,,,,
636.0880164,2.244163068,636.0880164,0.03101516069,,,,,,
635.3049129,2.244601757,635.3049129,0.0311248802,,,,,,
634.5218095,2.245041731,634.5218095,0.03123537939,,,,,,
633.738706,2.245483002,633.738706,0.03134666609,,,,,,
632.9556025,2.245925577,632.9556025,0.03145874824,,,,,,
632.1724991,2.246369468,632.1724991,0.03157163385,,,,,,
631.3893956,2.246814684,631.3893956,0.03168533106,,,,,,
630.6062922,2.247261234,630.6062922,0.03179984811,,,,,,
629.8231887,2.247709129,629.8231887,0.03191519333,,,,,,
629.0400852,2.248158379,629.0400852,0.03203137518,,,,,,
628.2569818,2.248608993,628.2569818,0.0321484022,,,,,,
627.4738783,2.249060982,627.4738783,0.03226628307,,,,,,
626.6907749,2.249514357,626.6907749,0.03238502657,,,,,,
625.9076714,2.249969127,625.9076714,0.03250464158,,,,,,
625.1245679,2.250425303,625.1245679,0.03262513712,,,,,,
624.3414645,2.250882895,624.3414645,0.03274652231,,,,,,
623.558361,2.251341914,623.558361,0.03286880639,,,,,,
622.7752576,2.251802371,622.7752576,0.03299199874,,,,,,
621.9921541,2.252264277,621.9921541,0.03311610884,,,,,,
621.2090507,2.252727642,621.2090507,0.0332411463,,,,,,
620.4259472,2.253192477,620.4259472,0.03336712088,,,,,,
619.6428437,2.253658793,619.6428437,0.03349404242,,,,,,
618.8597403,2.254126602,618.8597403,0.03362192095,,,,,,
618.0766368,2.254595914,618.0766368,0.03375076658,,,,,,
617.2935334,2.255066741,617.2935334,0.03388058959,,,,,,
616.5104299,2.255539094,616.5104299,0.03401140039,,,,,,
615.7273264,2.256012985,615.7273264,0.03414320951,,,,,,
614.944223,2.256488425,614.944223,0.03427602764,,,,,,
614.1611195,2.256965426,614.1611195,0.03440986562,,,,,,
613.3780161,2.257443999,613.3780161,0.03454473442,,,,,,
612.5949126,2.257924157,612.5949126,0.03468064515,,,,,,
611.8118091,2.258405911,611.8118091,0.03481760911,,,,,,
611.0287057,2.258889274,611.0287057,0.0349556377,,,,,,
610.2456022,2.259374257,610.2456022,0.03509474252,,,,,,
609.4624988,2.259860873,609.4624988,0.03523493531,,,,,,
608.6793953,2.260349134,608.6793953,0.03537622796,,,,,,
607.8962918,2.260839052,607.8962918,0.03551863254,,,,,,
607.1131884,2.261330641,607.1131884,0.03566216129,,,,,,
606.3300849,2.261823912,606.3300849,0.0358068266,,,,,,
605.5469815,2.262318878,605.5469815,0.03595264103,,,,,,
604.763878,2.262815552,604.763878,0.03609961733,,,,,,
603.9807745,2.263313947,603.9807745,0.03624776843,,,,,,
603.1976711,2.263814076,603.1976711,0.03639710742,,,,,,
602.4145676,2.264315953,602.4145676,0.03654764758,,,,,,
601.6314642,2.264819589,601.6314642,0.03669940237,,,,,,
600.8483607,2.265325,600.8483607,0.03685238547,,,,,,
600.0652573,2.265832197,600.0652573,0.0370066107,,,,,,
599.2821538,2.266341195,599.2821538,0.03716209212,,,,,,
598.4990503,2.266852008,598.4990503,0.03731884397,,,,,,
597.7159469,2.267364648,597.7159469,0.03747688068,,,,,,
596.9328434,2.26787913,596.9328434,0.03763621689,,,,,,
596.14974,2.268395468,596.14974,0.03779686747,,,,,,
595.3666365,2.268913676,595.3666365,0.03795884748,,,,,,
594.583533,2.269433768,594.583533,0.0381221722,,,,,,
593.8004296,2.269955759,593.8004296,0.03828685712,,,,,,
593.0173261,2.270479662,593.0173261,0.03845291797,,,,,,
592.2342227,2.271005493,592.2342227,0.03862037068,,,,,,
591.4511192,2.271533266,591.4511192,0.03878923144,,,,,,
590.6680157,2.272062995,590.6680157,0.03895951666,,,,,,
589.8849123,2.272594696,589.8849123,0.03913124297,,,,,,
589.1018088,2.273128383,589.1018088,0.03930442726,,,,,,
588.3187054,2.273664073,588.3187054,0.03947908667,,,,,,
587.5356019,2.274201779,587.5356019,0.03965523858,,,,,,
586.7524984,2.274741517,586.7524984,0.03983290062,,,,,,
585.969395,2.275283302,585.969395,0.04001209069,,,,,,
585.1862915,2.275827151,585.1862915,0.04019282693,,,,,,
584.4031881,2.276373079,584.4031881,0.04037512778,,,,,,
583.6200846,2.276921101,583.6200846,0.04055901191,,,,,,
582.8369811,2.277471234,582.8369811,0.04074449831,,,,,,
582.0538777,2.278023494,582.0538777,0.04093160622,,,,,,
581.2707742,2.278577896,581.2707742,0.04112035517,,,,,,
580.4876708,2.279134457,580.4876708,0.04131076499,,,,,,
579.7045673,2.279693194,579.7045673,0.04150285579,,,,,,
578.9214639,2.280254122,578.9214639,0.041696648,,,,,,
578.1383604,2.280817259,578.1383604,0.04189216234,,,,,,
577.3552569,2.281382621,577.3552569,0.04208941985,,,,,,
576.5721535,2.281950226,576.5721535,0.04228844187,,,,,,
575.78905,2.28252009,575.78905,0.04248925008,,,,,,
575.0059466,2.28309223,575.0059466,0.04269186647,,,,,,
574.2228431,2.283666663,574.2228431,0.04289631338,,,,,,
573.4397396,2.284243408,573.4397396,0.04310261348,,,,,,
572.6566362,2.284822481,572.6566362,0.04331078977,,,,,,
571.8735327,2.2854039,571.8735327,0.04352086563,,,,,,
571.0904293,2.285987682,571.0904293,0.04373286476,,,,,,
570.3073258,2.286573847,570.3073258,0.04394681125,,,,,,
569.5242223,2.287162411,569.5242223,0.04416272956,,,,,,
568.7411189,2.287753393,568.7411189,0.04438064449,,,,,,
567.9580154,2.288346811,567.9580154,0.04460058127,,,,,,
567.174912,2.288942684,567.174912,0.04482256547,,,,,,
566.3918085,2.289541029,566.3918085,0.04504662309,,,,,,
565.608705,2.290141866,565.608705,0.04527278052,,,,,,
564.8256016,2.290745214,564.8256016,0.04550106455,,,,,,
564.0424981,2.29135109,564.0424981,0.0457315024,,,,,,
563.2593947,2.291959515,563.2593947,0.0459641217,,,,,,
562.4762912,2.292570507,562.4762912,0.04619895052,,,,,,
561.6931878,2.293184086,561.6931878,0.04643601736,,,,,,
560.9100843,2.29380027,560.9100843,0.04667535116,,,,,,
560.1269808,2.29441908,560.1269808,0.04691698134,,,,,,
559.3438774,2.295040535,559.3438774,0.04716093775,,,,,,
558.5607739,2.295664655,558.5607739,0.04740725072,,,,,,
557.7776705,2.29629146,557.7776705,0.04765595107,,,,,,
556.994567,2.296920969,556.994567,0.04790707008,,,,,,
556.2114635,2.297553202,556.2114635,0.04816063954,,,,,,
555.4283601,2.298188181,555.4283601,0.04841669175,,,,,,
554.6452566,2.298825925,554.6452566,0.0486752595,,,,,,
553.8621532,2.299466455,553.8621532,0.04893637612,,,,,,
553.0790497,2.300109791,553.0790497,0.04920007546,,,,,,
552.2959462,2.300755954,552.2959462,0.0494663919,,,,,,
551.5128428,2.301404965,551.5128428,0.04973536039,,,,,,
550.7297393,2.302056845,550.7297393,0.05000701642,,,,,,
549.9466359,2.302711615,549.9466359,0.05028139604,,,,,,
549.1635324,2.303369295,549.1635324,0.0505585359,,,,,,
