NKChart,,,,,,,,,
548.3804289,2.304029908,548.3804289,0.05083847322,,,,,,
547.5973255,2.304693474,547.5973255,0.05112124583,,,,,,
546.814222,2.305360016,546.814222,0.05140689215,,,,,,
546.0311186,2.306029554,546.0311186,0.05169545123,,,,,,
545.2480151,2.30670211,545.2480151,0.05198696275,,,,,,
544.4649116,2.307377707,544.4649116,0.05228146702,,,,,,
543.6818082,2.308056365,543.6818082,0.052579005,,,,,,
542.8987047,2.308738108,542.8987047,0.05287961831,,,,,,
542.1156013,2.309422956,542.1156013,0.05318334927,,,,,,
541.3324978,2.310110933,541.3324978,0.05349024085,,,,,,
540.5493944,2.310802061,540.5493944,0.05380033673,,,,,,
539.7662909,2.311496361,539.7662909,0.05411368128,,,,,,
538.9831874,2.312193857,538.9831874,0.05443031963,,,,,,
538.200084,2.312894571,538.200084,0.0547502976,,,,,,
537.4169805,2.313598525,537.4169805,0.05507366178,,,,,,
536.6338771,2.314305743,536.6338771,0.0554004595,,,,,,
535.8507736,2.315016247,535.8507736,0.05573073886,,,,,,
535.0676701,2.315730059,535.0676701,0.05606454875,,,,,,
534.2845667,2.316447204,534.2845667,0.05640193885,,,,,,
533.5014632,2.317167703,533.5014632,0.05674295965,,,,,,
532.7183598,2.317891581,532.7183598,0.05708766246,,,,,,
531.9352563,2.318618859,531.9352563,0.05743609941,,,,,,
531.1521528,2.319349562,531.1521528,0.05778832351,,,,,,
530.3690494,2.320083713,530.3690494,0.05814438859,,,,,,
529.5859459,2.320821334,529.5859459,0.05850434939,,,,,,
528.8028425,2.32156245,528.8028425,0.05886826152,,,,,,
528.019739,2.322307084,528.019739,0.05923618149,,,,,,
527.2366355,2.323055258,527.2366355,0.05960816673,,,,,,
526.4535321,2.323806998,526.4535321,0.05998427561,,,,,,
525.6704286,2.324562326,525.6704286,0.06036456744,,,,,,
524.8873252,2.325321266,524.8873252,0.06074910248,,,,,,
524.1042217,2.326083841,524.1042217,0.06113794197,,,,,,
523.3211182,2.326850076,523.3211182,0.06153114813,,,,,,
522.5380148,2.327619994,522.5380148,0.06192878421,,,,,,
521.7549113,2.328393619,521.7549113,0.06233091443,,,,,,
520.9718079,2.329170974,520.9718079,0.06273760409,,,,,,
520.1887044,2.329952083,520.1887044,0.0631489195,,,,,,
519.405601,2.330736971,519.405601,0.06356492805,,,,,,
518.6224975,2.331525661,518.6224975,0.0639856982,,,,,,
517.839394,2.332318177,517.839394,0.06441129948,,,,,,
517.0562906,2.333114544,517.0562906,0.06484180255,,,,,,
516.2731871,2.333914784,516.2731871,0.06527727918,,,,,,
515.4900837,2.334718921,515.4900837,0.06571780225,,,,,,
514.7069802,2.335526981,514.7069802,0.06616344582,,,,,,
513.9238767,2.336338987,513.9238767,0.06661428508,,,,,,
513.1407733,2.337154964,513.1407733,0.0670703964,,,,,,
512.3576698,2.337974934,512.3576698,0.06753185734,,,,,,
511.5745664,2.338798923,511.5745664,0.06799874664,,,,,,
510.7914629,2.339626955,510.7914629,0.06847114427,,,,,,
510.0083594,2.340459054,510.0083594,0.06894913142,,,,,,
509.225256,2.341295244,509.225256,0.06943279049,,,,,,
508.4421525,2.342135551,508.4421525,0.06992220515,,,,,,
507.6590491,2.342979998,507.6590491,0.0704174603,,,,,,
506.8759456,2.343828611,506.8759456,0.07091864213,,,,,,
506.0928421,2.344681415,506.0928421,0.07142583807,,,,,,
505.3097387,2.345538434,505.3097387,0.07193913686,,,,,,
504.5266352,2.346399694,504.5266352,0.07245862852,,,,,,
503.7435318,2.34726522,503.7435318,0.07298440435,,,,,,
502.9604283,2.348135039,502.9604283,0.07351655695,,,,,,
502.1773248,2.349009176,502.1773248,0.07405518025,,,,,,
501.3942214,2.349887658,501.3942214,0.07460036946,,,,,,
500.6111179,2.350770512,500.6111179,0.07515222109,,,,,,
499.8280145,2.351657766,499.8280145,0.075710833,,,,,,
499.044911,2.352549446,499.044911,0.0762763043,,,,,,
498.2618076,2.353445583,498.2618076,0.07684873543,,,,,,
497.4787041,2.354346205,497.4787041,0.07742822814,,,,,,
496.6956006,2.355251343,496.6956006,0.07801488544,,,,,,
495.9124972,2.356161027,495.9124972,0.07860881164,,,,,,
495.1293937,2.35707529,495.1293937,0.07921011229,,,,,,
494.3462903,2.357994165,494.3462903,0.07981889421,,,,,,
493.5631868,2.358917687,493.5631868,0.08043526544,,,,,,
492.7800833,2.359845892,492.7800833,0.08105933525,,,,,,
491.9969799,2.360778819,491.9969799,0.08169121406,,,,,,
491.2138764,2.361716507,491.2138764,0.08233101348,,,,,,
490.430773,2.362659,490.430773,0.08297884619,,,,,,
489.6476695,2.363606342,489.6476695,0.083634826,,,,,,
488.864566,2.364558581,488.864566,0.08429906772,,,,,,
488.0814626,2.365515769,488.0814626,0.08497168715,,,,,,
487.2983591,2.366477963,487.2983591,0.08565280103,,,,,,
486.5152557,2.36744522,486.5152557,0.08634252695,,,,,,
485.7321522,2.368417608,485.7321522,0.08704098327,,,,,,
484.9490487,2.369395197,484.9490487,0.08774828907,,,,,,
484.1659453,2.370378064,484.1659453,0.08846456403,,,,,,
483.3828418,2.371366296,483.3828418,0.08918992833,,,,,,
482.5997384,2.372359988,482.5997384,0.08992450252,,,,,,
481.8166349,2.373359244,481.8166349,0.0906684074,,,,,,
481.0335314,2.374364182,481.0335314,0.09142176382,,,,,,
480.250428,2.375374935,480.250428,0.09218469255,,,,,,
479.4673245,2.376391651,479.4673245,0.09295731401,,,,,,
478.6842211,2.3774145,478.6842211,0.09373974807,,,,,,
477.9011176,2.378443676,477.9011176,0.0945321137,,,,,,
477.1180142,2.379479402,477.1180142,0.09533452865,,,,,,
476.3349107,2.380521937,476.3349107,0.09614710899,,,,,,
475.5518072,2.381571585,475.5518072,0.09696996857,,,,,,
474.7687038,2.382628707,474.7687038,0.09780321831,,,,,,
473.9856003,2.383693737,473.9856003,0.09864696522,,,,,,
473.2024969,2.384767208,473.2024969,0.09950131112,,,,,,
472.4193934,2.38584979,472.4193934,0.1003663507,,,,,,
471.6362899,2.386942351,471.6362899,0.1012421682,,,,,,
470.8531865,2.388046082,470.8531865,0.102128832,,,,,,
470.070083,2.389162764,470.070083,0.1030263819,,,,,,
469.2869796,2.390295715,469.2869796,0.1039347867,,,,,,
468.5038761,2.391452841,468.5038761,0.1048598163,,,,,,
467.7207726,2.392628584,467.7207726,0.1058124869,,,,,,
466.9376692,2.393817512,466.9376692,0.1067933215,,,,,,
466.1545657,2.39501686,466.1545657,0.1078025198,,,,,,
465.3714623,2.396224627,465.3714623,0.1088402477,,,,,,
464.5883588,2.397439194,464.5883588,0.1099066527,,,,,,
463.8052553,2.398659175,463.8052553,0.1110018708,,,,,,
463.0221519,2.399883336,463.0221519,0.1121260285,,,,,,
462.2390484,2.401110554,462.2390484,0.1132792452,,,,,,
461.455945,2.402339782,461.455945,0.1144616336,,,,,,
460.6728415,2.403570037,460.6728415,0.1156733003,,,,,,
459.8897381,2.404800378,459.8897381,0.1169143458,,,,,,
459.1066346,2.406029903,459.1066346,0.1181848652,,,,,,
458.3235311,2.407257735,458.3235311,0.1194849472,,,,,,
457.5404277,2.408483022,457.5404277,0.1208146746,,,,,,
456.7573242,2.409704925,456.7573242,0.1221741239,,,,,,
455.9742208,2.41092262,455.9742208,0.1235633648,,,,,,
455.1911173,2.412135292,455.1911173,0.12498246,,,,,,
454.4080138,2.413342134,454.4080138,0.1264314647,,,,,,
453.6249104,2.414542341,453.6249104,0.1279104262,,,,,,
452.8418069,2.415735111,452.8418069,0.1294193834,,,,,,
452.0587035,2.416919645,452.0587035,0.1309583663,,,,,,
451.2756,2.418095139,451.2756,0.1325273951,,,,,,
450.4924965,2.41926079,450.4924965,0.13412648,,,,,,
449.7093931,2.420415789,449.7093931,0.1357556202,,,,,,
448.9262896,2.421559326,448.9262896,0.1374148035,,,,,,
448.1431862,2.422690581,448.1431862,0.1391040053,,,,,,
447.3600827,2.423808731,447.3600827,0.1408231876,,,,,,
446.5769792,2.424912945,446.5769792,0.142572299,,,,,,
445.7938758,2.426002384,445.7938758,0.1443512727,,,,,,
445.0107723,2.427076202,445.0107723,0.1461600266,,,,,,
444.2276689,2.428133543,444.2276689,0.1479984615,,,,,,
443.4445654,2.429173542,443.4445654,0.1498664609,,,,,,
442.6614619,2.430195325,442.6614619,0.1517638892,,,,,,
441.8783585,2.431198009,441.8783585,0.1536905911,,,,,,
441.095255,2.432180701,441.095255,0.1556463904,,,,,,
440.3121516,2.433142497,440.3121516,0.1576310887,,,,,,
439.5290481,2.434082484,439.5290481,0.1596444641,,,,,,
438.7459447,2.43499974,438.7459447,0.1616862702,,,,,,
437.9628412,2.435893332,437.9628412,0.1637562348,,,,,,
437.1797377,2.436762318,437.1797377,0.1658540583,,,,,,
436.3966343,2.437605747,436.3966343,0.1679794126,,,,,,
435.6135308,2.43842266,435.6135308,0.1701319395,,,,,,
434.8304274,2.439212088,434.8304274,0.1723112494,,,,,,
434.0473239,2.439973056,434.0473239,0.1745169199,,,,,,
433.2642204,2.440704582,433.2642204,0.1767484941,,,,,,
432.481117,2.441405678,432.481117,0.1790054792,,,,,,
431.6980135,2.44207535,431.6980135,0.1812873449,,,,,,
430.9149101,2.442712602,430.9149101,0.1835935223,,,,,,
430.1318066,2.443316433,430.1318066,0.1859234016,,,,,,
429.3487031,2.443885842,429.3487031,0.1882763311,,,,,,
428.5655997,2.444419828,428.5655997,0.1906516156,,,,,,
427.7824962,2.444917391,427.7824962,0.1930485148,,,,,,
426.9993928,2.445377535,426.9993928,0.1954662417,,,,,,
426.2162893,2.445799269,426.2162893,0.1979039616,,,,,,
425.4331858,2.446181609,425.4331858,0.20036079,,,,,,
424.6500824,2.446523582,424.6500824,0.2028357919,,,,,,
423.8669789,2.446824225,423.8669789,0.20532798,,,,,,
423.0838755,2.447082591,423.0838755,0.207836314,,,,,,
422.300772,2.447297751,422.300772,0.2103596989,,,,,,
421.5176685,2.447468795,421.5176685,0.2128969846,,,,,,
420.7345651,2.447594835,420.7345651,0.2154469646,,,,,,
419.9514616,2.447675013,419.9514616,0.2180083757,,,,,,
419.1683582,2.447708497,419.1683582,0.2205798968,,,,,,
418.3852547,2.447694492,418.3852547,0.223160149,,,,,,
417.6021513,2.447632237,417.6021513,0.2257476955,,,,,,
416.8190478,2.447521014,416.8190478,0.228341041,,,,,,
416.0359443,2.447360149,416.0359443,0.2309386325,,,,,,
415.2528409,2.447149018,415.2528409,0.2335388598,,,,,,
414.4697374,2.446887049,414.4697374,0.2361400559,,,,,,
413.686634,2.44657373,413.686634,0.2387404982,,,,,,
412.9035305,2.446208608,412.9035305,0.2413384101,,,,,,
412.120427,2.4457913,412.120427,0.2439319623,,,,,,
411.3373236,2.445321491,411.3373236,0.2465192751,,,,,,
410.5542201,2.444798944,410.5542201,0.2490984209,,,,,,
409.7711167,2.444223501,409.7711167,0.2516674266,,,,,,
408.9880132,2.443595089,408.9880132,0.2542242769,,,,,,
408.2049097,2.442913724,408.2049097,0.2567669179,,,,,,
407.4218063,2.442179516,407.4218063,0.2592932613,,,,,,
406.6387028,2.441392673,406.6387028,0.2618011881,,,,,,
405.8555994,2.440553504,405.8555994,0.2642885539,,,,,,
405.0724959,2.439662423,405.0724959,0.2667531942,,,,,,
404.2893924,2.438719954,404.2893924,0.2691929293,,,,,,
403.506289,2.437726734,403.506289,0.2716055712,,,,,,
402.7231855,2.436683513,402.7231855,0.2739889291,,,,,,
401.9400821,2.43559116,401.9400821,0.2763408168,,,,,,
401.1569786,2.434450665,401.1569786,0.2786590598,,,,,,
400.3738751,2.433263138,400.3738751,0.280941502,,,,,,
399.5907717,2.432029813,399.5907717,0.2831860145,,,,,,
398.8076682,2.430752045,398.8076682,0.2853905026,,,,,,
398.0245648,2.429431316,398.0245648,0.2875529146,,,,,,
397.2414613,2.428069226,397.2414613,0.28967125,,,,,,
396.4583579,2.426667501,396.4583579,0.291743568,,,,,,
395.6752544,2.425227985,395.6752544,0.293767996,,,,,,
394.8921509,2.423752637,394.8921509,0.2957427383,,,,,,
394.1090475,2.422243534,394.1090475,0.2976660843,,,,,,
393.325944,2.420702859,393.325944,0.2995364176,,,,,,
392.5428406,2.419132903,392.5428406,0.3013522234,,,,,,
391.7597371,2.417536054,391.7597371,0.3031120971,,,,,,
390.9766336,2.415914796,390.9766336,0.3048147517,,,,,,
390.1935302,2.414271698,390.1935302,0.3064590251,,,,,,
389.4104267,2.412609411,389.4104267,0.3080438871,,,,,,
388.6273233,2.410930655,388.6273233,0.3095684456,,,,,,
387.8442198,2.409238215,387.8442198,0.3110319523,,,,,,
387.0611163,2.407534927,387.0611163,0.3124338079,,,,,,
386.2780129,2.405823674,386.2780129,0.3137735667,,,,,,
385.4949094,2.404107371,385.4949094,0.3150509399,,,,,,
384.711806,2.402388958,384.711806,0.3162657989,,,,,,
383.9287025,2.400671389,383.9287025,0.3174181771,,,,,,
383.145599,2.398957617,383.145599,0.3185082715,,,,,,
382.3624956,2.39725059,382.3624956,0.3195364425,,,,,,
381.5793921,2.395553234,381.5793921,0.320503214,,,,,,
380.7962887,2.393868446,380.7962887,0.3214092717,,,,,,
380.0131852,2.39219908,380.0131852,0.3222554611,,,,,,
379.2300817,2.390547939,379.2300817,0.323042784,,,,,,
378.4469783,2.388917763,378.4469783,0.3237723948,,,,,,
377.6638748,2.38731122,377.6638748,0.3244455958,,,,,,
376.8807714,2.385730896,376.8807714,0.3250638314,,,,,,
376.0976679,2.384179286,376.0976679,0.3256286821,,,,,,
375.3145645,2.382658786,375.3145645,0.3261418574,,,,,,
374.531461,2.381171684,374.531461,0.3266051883,,,,,,
373.7483575,2.379720154,373.7483575,0.3270206193,,,,,,
372.9652541,2.37830625,372.9652541,0.3273901996,,,,,,
372.1821506,2.376931897,372.1821506,0.3277160744,,,,,,
371.3990472,2.37559889,371.3990472,0.3280004754,,,,,,
370.6159437,2.37430889,370.6159437,0.3282457111,,,,,,
369.8328402,2.373063415,369.8328402,0.3284541576,,,,,,
369.0497368,2.371863845,369.0497368,0.3286282481,,,,,,
368.2666333,2.370711415,368.2666333,0.3287704632,,,,,,
367.4835299,2.369607216,367.4835299,0.3288833214,,,,,,
366.7004264,2.368552196,366.7004264,0.3289693689,,,,,,
365.9173229,2.367547156,365.9173229,0.3290311702,,,,,,
365.1342195,2.366592758,365.1342195,0.3290712989,,,,,,
364.351116,2.365689521,364.351116,0.3290923284,,,,,,
363.5680126,2.364837827,363.5680126,0.3290968235,,,,,,
362.7849091,2.364037922,362.7849091,0.3290873319,,,,,,
362.0018056,2.363289922,362.0018056,0.3290663761,,,,,,
361.2187022,2.362593815,361.2187022,0.3290364465,,,,,,
360.4355987,2.361949468,360.4355987,0.3289999939,,,,,,
359.6524953,2.361356627,359.6524953,0.3289594235,,,,,,
358.8693918,2.360814931,358.8693918,0.3289170887,,,,,,
358.0862884,2.360323907,358.0862884,0.3288752857,,,,,,
357.3031849,2.359882984,357.3031849,0.3288362489,,,,,,
356.5200814,2.359491497,356.5200814,0.3288021463,,,,,,
355.736978,2.359148688,355.736978,0.3287750757,,,,,,
354.9538745,2.358853721,354.9538745,0.3287570619,,,,,,
354.1707711,2.358605679,354.1707711,0.3287500533,,,,,,
353.3876676,2.358403579,353.3876676,0.3287559201,,,,,,
352.6045641,2.358246371,352.6045641,0.3287764522,,,,,,
351.8214607,2.358132947,351.8214607,0.3288133582,,,,,,
351.0383572,2.358062147,351.0383572,0.3288682641,,,,,,
350.2552538,2.358032764,350.2552538,0.3289427133,,,,,,
349.4721503,2.358043551,349.4721503,0.329038166,,,,,,
348.6890468,2.358093225,348.6890468,0.3291559997,,,,,,
347.9059434,2.358180473,347.9059434,0.3292975096,,,,,,
347.1228399,2.358303957,347.1228399,0.3294639096,,,,,,
346.3397365,2.358462317,346.3397365,0.3296563336,,,,,,
345.556633,2.358654179,345.556633,0.3298758363,,,,,,
344.7735295,2.358878156,344.7735295,0.3301233955,,,,,,
343.9904261,2.359132856,343.9904261,0.3303999132,,,,,,
343.2073226,2.35941688,343.2073226,0.3307062181,,,,,,
342.4242192,2.359728832,342.4242192,0.3310430675,,,,,,
341.6411157,2.360067316,341.6411157,0.3314111492,,,,,,
340.8580122,2.360430946,340.8580122,0.3318110844,,,,,,
340.0749088,2.360818341,340.0749088,0.3322434297,,,,,,
339.2918053,2.361228134,339.2918053,0.3327086796,,,,,,
338.5087019,2.361658973,338.5087019,0.3332072689,,,,,,
337.7255984,2.362109519,337.7255984,0.3337395755,,,,,,
336.942495,2.362578455,336.942495,0.3343059229,,,,,,
336.1593915,2.36306448,336.1593915,0.3349065822,,,,,,
335.376288,2.363566316,335.376288,0.3355417755,,,,,,
334.5931846,2.364082708,334.5931846,0.3362116775,,,,,,
333.8100811,2.364612425,333.8100811,0.3369164186,,,,,,
333.0269777,2.365154259,333.0269777,0.3376560872,,,,,,
332.2438742,2.36570703,332.2438742,0.3384307318,,,,,,
331.4607707,2.366269583,331.4607707,0.3392403635,,,,,,
330.6776673,2.366840789,330.6776673,0.3400849582,,,,,,
329.8945638,2.367419549,329.8945638,0.3409644591,,,,,,
329.1114604,2.368004789,329.1114604,0.3418787784,,,,,,
328.3283569,2.368595463,328.3283569,0.3428277993,,,,,,
327.5452534,2.369190556,327.5452534,0.3438113786,,,,,,
326.76215,2.369789077,326.76215,0.3448293479,,,,,,
325.9790465,2.370390066,325.9790465,0.3458815159,,,,,,
325.1959431,2.370992589,325.1959431,0.3469676698,,,,,,
324.4128396,2.371595739,324.4128396,0.3480875773,,,,,,
323.6297361,2.372198639,323.6297361,0.3492409881,,,,,,
322.8466327,2.372800437,322.8466327,0.3504276351,,,,,,
322.0635292,2.373400308,322.0635292,0.3516472365,,,,,,
321.2804258,2.373997453,321.2804258,0.3528994964,,,,,,
320.4973223,2.374591098,320.4973223,0.3541841068,,,,,,
319.7142188,2.375180497,319.7142188,0.3555007484,,,,,,
318.9311154,2.375764926,318.9311154,0.3568490919,,,,,,
318.1480119,2.376343686,318.1480119,0.3582287992,,,,,,
317.3649085,2.376916103,317.3649085,0.3596395241,,,,,,
316.581805,2.377481523,316.581805,0.3610809138,,,,,,
315.7987016,2.378039319,315.7987016,0.3625526093,,,,,,
315.0155981,2.378588881,315.0155981,0.3640542466,,,,,,
314.2324946,2.379129625,314.2324946,0.3655854573,,,,,,
313.4493912,2.379660984,313.4493912,0.3671458694,,,,,,
312.6662877,2.380182413,312.6662877,0.3687351081,,,,,,
311.8831843,2.380693387,311.8831843,0.3703527964,,,,,,
311.1000808,2.381193399,311.1000808,0.3719985556,,,,,,
310.3169773,2.381681961,310.3169773,0.3736720059,,,,,,
309.5338739,2.382158601,309.5338739,0.375372767,,,,,,
308.7507704,2.382622866,308.7507704,0.3771004587,,,,,,
307.967667,2.38307432,307.967667,0.3788547009,,,,,,
307.1845635,2.383512541,307.1845635,0.3806351144,,,,,,
306.40146,2.383937124,306.40146,0.3824413213,,,,,,
305.6183566,2.384347679,305.6183566,0.3842729449,,,,,,
304.8352531,2.38474383,304.8352531,0.3861296107,,,,,,
304.0521497,2.385125215,304.0521497,0.388010946,,,,,,
303.2690462,2.385491484,303.2690462,0.3899165805,,,,,,
302.4859427,2.385842303,302.4859427,0.3918461465,,,,,,
301.7028393,2.386177347,301.7028393,0.3937992793,,,,,,
300.9197358,2.386496305,300.9197358,0.3957756169,,,,,,
300.1366324,2.386798876,300.1366324,0.3977748006,,,,,,
299.3535289,2.387084772,299.3535289,0.399796475,,,,,,
298.5704254,2.387353714,298.5704254,0.4018402881,,,,,,
297.787322,2.387605433,297.787322,0.4039058914,,,,,,
297.0042185,2.387839672,297.0042185,0.4059929402,,,,,,
296.2211151,2.388056179,296.2211151,0.4081010935,,,,,,
295.4380116,2.388254715,295.4380116,0.4102300139,,,,,,
294.6549082,2.388435048,294.6549082,0.4123793681,,,,,,
293.8718047,2.388596955,293.8718047,0.4145488266,,,,,,
293.0887012,2.388740218,293.0887012,0.4167380638,,,,,,
292.3055978,2.388864631,292.3055978,0.4189467582,,,,,,
291.5224943,2.388969992,291.5224943,0.4211745923,,,,,,
290.7393909,2.389056107,290.7393909,0.4234212524,,,,,,
289.9562874,2.389122788,289.9562874,0.425686429,,,,,,
289.1731839,2.389169854,289.1731839,0.4279698164,,,,,,
288.3900805,2.38919713,288.3900805,0.4302711131,,,,,,
287.606977,2.389204446,287.606977,0.4325900214,,,,,,
286.8238736,2.389191639,286.8238736,0.4349262476,,,,,,
286.0407701,2.389158548,286.0407701,0.4372795019,,,,,,
285.2576666,2.389105022,285.2576666,0.4396494984,,,,,,
284.4745632,2.38903091,284.4745632,0.4420359549,,,,,,
283.6914597,2.388936068,283.6914597,0.4444385933,,,,,,
282.9083563,2.388820356,282.9083563,0.4468571389,,,,,,
282.1252528,2.388683638,282.1252528,0.449291321,,,,,,
281.3421493,2.388525782,281.3421493,0.4517408723,,,,,,
280.5590459,2.38834666,280.5590459,0.4542055292,,,,,,
279.7759424,2.388146147,279.7759424,0.4566850318,,,,,,
278.992839,2.387924121,278.992839,0.4591791235,,,,,,
278.2097355,2.387680464,278.2097355,0.4616875512,,,,,,
277.426632,2.387415062,277.426632,0.4642100651,,,,,,
276.6435286,2.387127801,276.6435286,0.4667464189,,,,,,
275.8604251,2.386818573,275.8604251,0.4692963693,,,,,,
275.0773217,2.386487271,275.0773217,0.4718596765,,,,,,
274.2942182,2.386133789,274.2942182,0.4744361034,,,,,,
273.5111148,2.385758027,273.5111148,0.4770254165,,,,,,
272.7280113,2.385359885,272.7280113,0.4796273848,,,,,,
271.9449078,2.384939263,271.9449078,0.4822417805,,,,,,
271.1618044,2.384496068,271.1618044,0.4848683787,,,,,,
270.3787009,2.384030205,270.3787009,0.4875069572,,,,,,
269.5955975,2.383541581,269.5955975,0.4901572965,,,,,,
268.812494,2.383030107,268.812494,0.4928191799,,,,,,
268.0293905,2.382495693,268.0293905,0.4954923934,,,,,,
267.2462871,2.381938252,267.2462871,0.4981767252,,,,,,
266.4631836,2.381357698,266.4631836,0.5008719664,,,,,,
265.6800802,2.380753946,265.6800802,0.5035779103,,,,,,
264.8969767,2.380126913,264.8969767,0.5062943525,,,,,,
264.1138732,2.379476515,264.1138732,0.5090210912,,,,,,
263.3307698,2.378802673,263.3307698,0.5117579266,,,,,,
262.5476663,2.378105305,262.5476663,0.5145046612,,,,,,
261.7645629,2.377384332,261.7645629,0.5172610995,,,,,,
260.9814594,2.376639676,260.9814594,0.5200270481,,,,,,
260.1983559,2.375871257,260.1983559,0.5228023158,,,,,,
259.4152525,2.375079001,259.4152525,0.5255867131,,,,,,
258.632149,2.374262829,258.632149,0.5283800526,,,,,,
257.8490456,2.373422667,257.8490456,0.5311821485,,,,,,
257.0659421,2.372558438,257.0659421,0.5339928171,,,,,,
256.2828387,2.371670069,256.2828387,0.5368118761,,,,,,
255.4997352,2.370757485,255.4997352,0.5396391452,,,,,,
254.7166317,2.369820612,254.7166317,0.5424744454,,,,,,
253.9335283,2.368859376,253.9335283,0.5453175995,,,,,,
253.1504248,2.367873705,253.1504248,0.5481684317,,,,,,
252.3673214,2.366863525,252.3673214,0.5510267679,,,,,,
251.5842179,2.365828764,251.5842179,0.5538924351,,,,,,
250.8011144,2.36476935,250.8011144,0.5567652618,,,,,,
250.018011,2.363685209,250.018011,0.5596450779,,,,,,
249.2349075,2.362576271,249.2349075,0.5625317146,,,,,,
248.4518041,2.361442462,248.4518041,0.5654250041,,,,,,
247.6687006,2.360283711,247.6687006,0.5683247801,,,,,,
246.8855971,2.359099946,246.8855971,0.5712308772,,,,,,
246.1024937,2.357891095,246.1024937,0.5741431312,,,,,,
245.3193902,2.356657087,245.3193902,0.5770613789,,,,,,
244.5362868,2.355397848,244.5362868,0.5799854582,,,,,,
243.7531833,2.354113307,243.7531833,0.5829152079,,,,,,
242.9700798,2.352803392,242.9700798,0.5858504678,,,,,,
242.1869764,2.351468031,242.1869764,0.5887910784,,,,,,
241.4038729,2.35010715,241.4038729,0.5917368814,,,,,,
240.6207695,2.348720678,240.6207695,0.5946877189,,,,,,
239.837666,2.347308541,239.837666,0.597643434,,,,,,